10	11	0	0	0	0	0	0
20	12	12	0	0	0	0	0
30	12	12	12	0	0	0	0
40	12	13	12	13	0	0	0
50	12	13	13	14	13	0	0
60	13	13	13	15	14	14	0
70	13	13	13	15	16	14	15
80	13	13	13	15	16	15	15
90	13	13	13	15	16	15	16
100	13	13	13	15	16	16	16
110	13	13	13	15	16	16	16
120	13	13	13	15	16	16	16
130	13	13	13	15	16	16	16
140	13	13	13	15	16	16	16
150	13	13	13	15	16	16	16
160	13	13	13	15	16	16	16
170	13	13	13	15	16	16	16
180	13	13	13	15	16	16	16
190	13	13	13	15	16	16	16
200	13	13	13	15	16	16	16
