231.000000|0
136.333333|0
122.666667|0
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
129.000000|0
1000000000100.000000|0
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
129.000000|0
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
224.666667|0
136.333333|0
426.500000|0
136.333333|0
136.333333|0
1000000000100.000000|0
52.000000|1
303.000000|1
52.000000|1
203.000000|1
222.111111|0
120.500000|0
120.500000|0
231.000000|0
120.500000|0
52.000000|1
203.000000|1
52.000000|1
52.000000|1
120.500000|0
120.500000|0
120.500000|0
120.500000|0
120.500000|0
120.500000|0
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
52.000000|1
36.333333|0
52.000000|1
