0.963409|24.0498|23.6189|0.130999|
0.958334|23.1709|23.3649|0.136492|
0.952461|31.3874|23.3261|0.145935|
0.95015|30.1695|23.5856|0.147626|
0.953747|33.1708|23.8169|0.144582|
0.955139|26.6422|23.6197|0.143004|
0.948894|33.6878|23.5251|0.148806|
0.948392|39.7745|23.7707|0.153051|
0.947449|34.9694|23.6967|0.151989|
0.94812|33.475|23.7215|0.15161|
0.947032|37.2416|23.8573|0.153161|
0.948606|30.5954|23.4716|0.149551|
0.950619|32.6055|23.6249|0.147438|
0.948107|35.7403|23.7511|0.151163|
0.946162|31.4425|23.3286|0.151359|
0.94392|36.2066|23.7723|0.153328|
0.947859|38.4723|23.8587|0.151847|
0.950753|34.3607|23.6048|0.150225|
0.948351|35.4419|23.5403|0.153076|
0.952031|37.8504|23.5773|0.152045|
0.949609|33.9401|23.584|0.14999|
0.949585|29.4896|22.5817|0.150519|
0.950555|33.6102|23.345|0.148701|
0.951266|27.2767|22.8222|0.148414|
0.952746|29.2671|22.675|0.149549|
0.95014|31.992|23.0705|0.154898|
0.953791|31.5313|22.8424|0.15615|
0.951812|31.7867|23.2616|0.160642|
0.950778|34.1464|23.8564|0.162113|
0.946764|31.3033|23.3999|0.165552|
0.949798|37.4776|23.907|0.165311|
0.94903|39.8282|23.8796|0.168678|
0.941836|49.4718|23.7778|0.173923|
0.947197|36.4466|23.5117|0.168764|
0.944451|31.9047|23.067|0.168103|
0.950556|29.8646|22.8713|0.163276|
0.950527|31.9597|23.139|0.163048|
0.948911|33.1524|23.4698|0.164532|
0.947932|28.841|22.5779|0.164435|
0.950752|26.9891|22.6681|0.161793|
0.947151|36.5003|23.6162|0.16384|
0.948607|30.4186|22.6199|0.162807|
0.943865|34.2819|23.0134|0.165452|
0.947631|35.0016|23.2037|0.164982|
0.947507|38.2914|23.8259|0.164928|
0.946282|35.7105|23.6042|0.16491|
0.948274|33.0296|23.8825|0.162051|
0.945375|31.7364|22.7752|0.164191|
0.949692|32.8491|23.041|0.16218|
0.951657|32.6264|23.2617|0.160867|
0.950004|29.8469|23.0415|0.16029|
0.95043|27.7193|23.1882|0.160494|
0.951498|31.5219|23.7983|0.15898|
0.950311|27.8442|23.3907|0.159966|
0.952481|23.82|23.3095|0.156736|
0.95054|29.134|23.7389|0.15976|
0.950963|25.0404|23.1035|0.158635|
0.954095|21.2557|22.541|0.156303|
0.951402|23.8842|22.5777|0.157305|
0.953139|17.1546|20.2344|0.155838|
0.953637|21.9536|22.5524|0.153951|
0.952567|24.3406|23.0857|0.157415|
0.949978|28.0596|23.4199|0.159788|
0.948783|21.5977|22.6038|0.15908|
0.95131|22.7909|23.1135|0.154905|
0.951415|20.0543|22.2025|0.153773|
0.949708|30.685|23.3992|0.154442|
0.94764|34.6239|23.664|0.156419|
0.949846|30.0267|22.7795|0.152843|
0.949359|30.625|22.7687|0.151772|
0.94913|35.9511|23.2479|0.152563|
0.949356|31.3314|22.9471|0.151698|
0.947395|35.8307|23.1169|0.152459|
0.951864|33.6893|23.4023|0.150181|
0.952628|28.145|22.4427|0.14751|
0.950362|27.4709|22.7231|0.149762|
0.950744|34.9193|23.2711|0.151267|
0.951459|32.3162|23.2162|0.149551|
0.949566|29.4023|22.5023|0.150856|
0.946715|33.4762|23.0316|0.153803|
0.951481|36.3291|23.7996|0.149849|
0.952064|30.5101|23.4512|0.148267|
0.950565|32.8276|23.7091|0.148656|
0.950413|33.4415|23.0099|0.150458|
0.949762|29.5235|23.102|0.148743|
0.947554|27.9354|22.7843|0.153073|
0.952307|30.2376|23.4862|0.149288|
0.949476|24.5885|22.582|0.150068|
0.952432|36.6916|23.9026|0.149834|
0.948702|30.1062|23.1884|0.150996|
0.951334|27.4123|23.3039|0.147278|
0.947045|32.5581|23.1097|0.15475|
0.948249|40.2389|23.4667|0.155904|
0.951279|32.0502|23.1273|0.150377|
0.953651|30.1999|22.8932|0.147965|
0.951817|34.0311|23.1383|0.148572|
0.949047|29.7013|22.8107|0.149657|
0.951271|28.4833|22.8241|0.148986|
0.949736|38.5972|23.4113|0.151409|
0.948239|33.6822|23.6071|0.151585|
0.95043|34.7535|23.6368|0.149333|
0.954418|31.659|23.7153|0.146232|
0.947893|31.0413|23.3738|0.149758|
0.953856|35.0409|23.9439|0.147446|
0.94876|37.6912|23.1846|0.154172|
0.952316|25.5291|22.8258|0.147455|
0.953363|26.9564|23.1571|0.146306|
0.949765|33.9958|23.8169|0.148825|
0.950988|33.1593|23.4519|0.147119|
0.95071|32.6528|23.5561|0.1478|
0.947181|28.2914|22.8893|0.150645|
0.947236|26.7861|23.3441|0.149732|
0.945484|35.0268|23.6653|0.153456|
0.949325|29.9068|23.607|0.149549|
0.950017|27.5887|22.9449|0.149116|
0.950163|34.6699|23.4283|0.152217|
0.94498|30.8001|22.5254|0.155344|
0.951888|25.5176|22.5937|0.14835|
0.946449|34.745|23.3926|0.154127|
0.951622|27.4149|22.5574|0.147558|
0.949632|33.3582|23.4562|0.149203|
0.950572|37.069|23.8287|0.150707|
0.951146|30.2746|22.8602|0.148795|
0.950355|27.689|23.0117|0.149826|
0.953414|28.1069|23.5856|0.145453|
0.949267|29.8343|23.0479|0.149604|
0.946951|33.6615|23.6319|0.149979|
0.94829|38.6237|23.5536|0.153561|
0.949147|35.6679|23.7622|0.15055|
0.950095|30.4501|23.1926|0.150556|
0.949479|34.5247|23.5628|0.151619|
0.948241|26.1198|22.8019|0.149752|
0.950794|23.6598|22.5259|0.14603|
0.950549|29.9466|23.6472|0.148193|
0.948489|31.8094|23.1495|0.150846|
0.947861|36.3132|23.7548|0.150339|
0.947616|39.9183|23.9403|0.152227|
0.949628|36.6811|23.7684|0.151978|
0.951476|33.6269|23.7244|0.148216|
0.952961|33.3007|23.6466|0.147805|
0.952796|31.3338|23.181|0.148534|
0.951833|29.6657|23.6219|0.147284|
0.952718|28.6626|23.678|0.147144|
0.950831|30.7583|22.6246|0.1543|
0.948199|29.9571|22.6572|0.156962|
0.948301|39.4098|23.5956|0.160378|
0.952892|34.5393|23.292|0.155457|
0.949563|36.9162|23.5048|0.158218|
0.949919|45.9333|23.7652|0.160231|
0.949758|36.9952|23.2338|0.158201|
0.951342|34.937|23.0017|0.155332|
0.949543|40.9847|23.7441|0.158192|
0.949214|44.0337|23.8031|0.161705|
0.948615|34.16|23.026|0.160467|
0.946639|39.4912|23.4101|0.161799|
0.95124|29.3517|22.3216|0.156028|
0.949452|27.0354|21.8522|0.155145|
0.947556|35.4442|23.4987|0.156595|
0.951698|28.5625|22.9107|0.152605|
0.952823|25.2267|22.5287|0.151757|
0.953431|38.7571|23.7545|0.15298|
0.953281|31.3175|23.232|0.152486|
0.952089|30.6489|22.6584|0.152637|
0.953293|32.4624|23.3853|0.153027|
0.948842|40.3162|23.704|0.156355|
0.951215|36.0246|23.4884|0.154658|
0.950392|36.2676|23.8361|0.152737|
0.954386|23.6212|23.1844|0.14751|
0.957617|28.5942|23.3517|0.146151|
0.955432|30.1365|23.6084|0.148938|
0.952679|24.0125|22.7863|0.149333|
0.956779|27.0541|23.6816|0.146266|
0.953569|32.9618|23.5693|0.151193|
0.953108|22.6533|22.7385|0.148954|
0.952862|22.0297|22.2975|0.149103|
0.952145|23.3717|22.8154|0.149375|
0.950342|28.6792|22.4408|0.15343|
0.950076|25.9758|22.5862|0.151709|
0.95247|27.1745|22.9625|0.147808|
0.949432|26.1723|22.26|0.149199|
0.948641|28.76|22.9391|0.148727|
0.951017|38.196|23.4052|0.151729|
0.948033|43.6356|23.8226|0.152752|
0.946891|33.9621|23.3558|0.152956|
0.949183|30.2443|23.1666|0.149371|
0.953627|26.578|23.1727|0.146131|
0.951735|27.0697|23.0536|0.146957|
0.950308|30.8376|23.3666|0.150302|
0.94877|32.4089|23.5856|0.149822|
0.949381|29.0221|23.2757|0.148837|
0.949628|33.5473|23.433|0.150665|
0.954072|23.9055|22.7935|0.143837|
